image,scen_type,concrete,timestep,cm,selected,dmttcp,err
Image_13_LK_CIR_MER_RAB_FOT_491_441.png,LK_CIR_MER_RAB_FOT,491,441,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_491_466.png,LK_CIR_MER_RAB_FOT,491,466,13,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_493_491.png,LK_CIR_MER_RAB_FOT,493,491,0,1,1.1658763143527904,
Image_0_LK_CIR_MER_RAB_FOT_494_91.png,LK_CIR_MER_RAB_FOT,494,91,0,0,5.036290238285122,
Image_0_LK_CIR_MER_RAB_FOT_495_491.png,LK_CIR_MER_RAB_FOT,495,491,0,1,2.2499750318482317,
Image_0_LK_CIR_MER_RAB_FOT_495_991.png,LK_CIR_MER_RAB_FOT,495,991,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_496_1691.png,LK_CIR_MER_RAB_FOT,496,1691,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_496_291.png,LK_CIR_MER_RAB_FOT,496,291,0,0,1.2356537028631722,
Image_11_LK_CIR_MER_RAB_FOT_497_866.png,LK_CIR_MER_RAB_FOT,497,866,11,0,1.7500366619426548,
Image_11_LK_CIR_MER_RAB_FOT_497_986.png,LK_CIR_MER_RAB_FOT,497,986,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_497_991.png,LK_CIR_MER_RAB_FOT,497,991,11,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_503_156.png,LK_CIR_MER_RAB_FOT,503,156,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_503_226.png,LK_CIR_MER_RAB_FOT,503,226,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_503_266.png,LK_CIR_MER_RAB_FOT,503,266,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_503_281.png,LK_CIR_MER_RAB_FOT,503,281,23,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_504_1726.png,LK_CIR_MER_RAB_FOT,504,1726,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_504_526.png,LK_CIR_MER_RAB_FOT,504,526,0,0,0.0014280966308781728,
Image_0_LK_CIR_MER_RAB_FOT_504_926.png,LK_CIR_MER_RAB_FOT,504,926,0,0,1.1160294151282362,
Image_0_LK_CIR_MER_RAB_FOT_506_1126.png,LK_CIR_MER_RAB_FOT,506,1126,0,0,0.6062132808225043,
Image_0_LK_CIR_MER_RAB_FOT_506_326.png,LK_CIR_MER_RAB_FOT,506,326,0,0,1.3888789804294372,
Image_0_LK_CIR_MER_RAB_FOT_506_826.png,LK_CIR_MER_RAB_FOT,506,826,0,0,0.5587070354906691,
Image_0_LK_CIR_MER_RAB_FOT_506_926.png,LK_CIR_MER_RAB_FOT,506,926,0,0,0.6128213478042994,
Image_0_LK_CIR_MER_RAB_FOT_507_1021.png,LK_CIR_MER_RAB_FOT,507,1021,0,0,0.005145533538807978,
Image_0_LK_CIR_MER_RAB_FOT_507_1521.png,LK_CIR_MER_RAB_FOT,507,1521,0,0,0.4252528465124929,
Image_0_LK_CIR_MER_RAB_FOT_507_1721.png,LK_CIR_MER_RAB_FOT,507,1721,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_507_1821.png,LK_CIR_MER_RAB_FOT,507,1821,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_507_721.png,LK_CIR_MER_RAB_FOT,507,721,0,0,0.0048438508150954185,
Image_0_LK_CIR_MER_RAB_FOT_508_1891.png,LK_CIR_MER_RAB_FOT,508,1891,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_508_791.png,LK_CIR_MER_RAB_FOT,508,791,0,0,1.5886792003529964,
Image_0_LK_CIR_MER_RAB_FOT_508_891.png,LK_CIR_MER_RAB_FOT,508,891,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_508_91.png,LK_CIR_MER_RAB_FOT,508,91,0,0,0.7696495564419372,
Image_13_LK_CIR_MER_RAB_FOT_509_316.png,LK_CIR_MER_RAB_FOT,509,316,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_509_331.png,LK_CIR_MER_RAB_FOT,509,331,13,1,nan,
Image_13_LK_CIR_MER_RAB_FOT_509_401.png,LK_CIR_MER_RAB_FOT,509,401,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_509_411.png,LK_CIR_MER_RAB_FOT,509,411,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_509_436.png,LK_CIR_MER_RAB_FOT,509,436,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_509_446.png,LK_CIR_MER_RAB_FOT,509,446,13,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_510_91.png,LK_CIR_MER_RAB_FOT,510,91,0,0,2.13252448613396,
Image_0_LK_CIR_MER_RAB_FOT_511_191.png,LK_CIR_MER_RAB_FOT,511,191,0,0,4.4688499356412965,
Image_11_LK_CIR_MER_RAB_FOT_513_856.png,LK_CIR_MER_RAB_FOT,513,856,11,0,1.9241322118729878,
Image_11_LK_CIR_MER_RAB_FOT_513_881.png,LK_CIR_MER_RAB_FOT,513,881,11,0,1.2108903387092047,
Image_11_LK_CIR_MER_RAB_FOT_513_886.png,LK_CIR_MER_RAB_FOT,513,886,11,0,1.127386279001035,
Image_11_LK_CIR_MER_RAB_FOT_513_906.png,LK_CIR_MER_RAB_FOT,513,906,11,0,0.8982136827020359,
Image_11_LK_CIR_MER_RAB_FOT_513_921.png,LK_CIR_MER_RAB_FOT,513,921,11,0,0.8102434190893004,
Image_11_LK_CIR_MER_RAB_FOT_513_936.png,LK_CIR_MER_RAB_FOT,513,936,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_513_941.png,LK_CIR_MER_RAB_FOT,513,941,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_513_966.png,LK_CIR_MER_RAB_FOT,513,966,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_513_971.png,LK_CIR_MER_RAB_FOT,513,971,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_513_991.png,LK_CIR_MER_RAB_FOT,513,991,11,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_514_301.png,LK_CIR_MER_RAB_FOT,514,301,0,0,5.255312226474579,
Image_13_LK_CIR_MER_RAB_FOT_515_576.png,LK_CIR_MER_RAB_FOT,515,576,13,1,nan,
Image_13_LK_CIR_MER_RAB_FOT_515_631.png,LK_CIR_MER_RAB_FOT,515,631,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_515_676.png,LK_CIR_MER_RAB_FOT,515,676,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_515_681.png,LK_CIR_MER_RAB_FOT,515,681,13,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_516_491.png,LK_CIR_MER_RAB_FOT,516,491,0,0,4.620941808030523,
Image_0_LK_CIR_MER_RAB_FOT_516_91.png,LK_CIR_MER_RAB_FOT,516,91,0,0,3.740485048431756,
Image_0_LK_CIR_MER_RAB_FOT_520_291.png,LK_CIR_MER_RAB_FOT,520,291,0,0,2.490603020733349,
Image_0_LK_CIR_MER_RAB_FOT_523_91.png,LK_CIR_MER_RAB_FOT,523,91,0,0,4.25953003559753,
Image_33_LK_CIR_MER_RAB_FOT_527_321.png,LK_CIR_MER_RAB_FOT,527,321,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_527_331.png,LK_CIR_MER_RAB_FOT,527,331,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_527_366.png,LK_CIR_MER_RAB_FOT,527,366,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_527_391.png,LK_CIR_MER_RAB_FOT,527,391,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_527_401.png,LK_CIR_MER_RAB_FOT,527,401,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_527_416.png,LK_CIR_MER_RAB_FOT,527,416,33,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_528_91.png,LK_CIR_MER_RAB_FOT,528,91,0,0,4.7669740324788465,
Image_0_LK_CIR_MER_RAB_FOT_531_166.png,LK_CIR_MER_RAB_FOT,531,166,0,0,2.142484181292474,
Image_0_LK_CIR_MER_RAB_FOT_532_391.png,LK_CIR_MER_RAB_FOT,532,391,0,0,3.401891952027227,
Image_53_LK_CIR_MER_RAB_FOT_533_196.png,LK_CIR_MER_RAB_FOT,533,196,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_533_296.png,LK_CIR_MER_RAB_FOT,533,296,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_533_321.png,LK_CIR_MER_RAB_FOT,533,321,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_533_326.png,LK_CIR_MER_RAB_FOT,533,326,53,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_534_891.png,LK_CIR_MER_RAB_FOT,534,891,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_535_91.png,LK_CIR_MER_RAB_FOT,535,91,0,0,3.549673769615502,
Image_0_LK_CIR_MER_RAB_FOT_538_1516.png,LK_CIR_MER_RAB_FOT,538,1516,0,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_541_261.png,LK_CIR_MER_RAB_FOT,541,261,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_541_326.png,LK_CIR_MER_RAB_FOT,541,326,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_541_356.png,LK_CIR_MER_RAB_FOT,541,356,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_541_381.png,LK_CIR_MER_RAB_FOT,541,381,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_541_406.png,LK_CIR_MER_RAB_FOT,541,406,33,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_543_426.png,LK_CIR_MER_RAB_FOT,543,426,0,0,0.17587326679646154,
Image_0_LK_CIR_MER_RAB_FOT_543_826.png,LK_CIR_MER_RAB_FOT,543,826,0,0,0.008404965214415583,
Image_11_LK_CIR_MER_RAB_FOT_544_731.png,LK_CIR_MER_RAB_FOT,544,731,11,0,0.8177161661548926,
Image_11_LK_CIR_MER_RAB_FOT_544_771.png,LK_CIR_MER_RAB_FOT,544,771,11,0,0.5893651796929555,
Image_11_LK_CIR_MER_RAB_FOT_544_786.png,LK_CIR_MER_RAB_FOT,544,786,11,0,0.5465978211204575,
Image_11_LK_CIR_MER_RAB_FOT_544_796.png,LK_CIR_MER_RAB_FOT,544,796,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_544_801.png,LK_CIR_MER_RAB_FOT,544,801,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_544_811.png,LK_CIR_MER_RAB_FOT,544,811,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_544_836.png,LK_CIR_MER_RAB_FOT,544,836,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_544_851.png,LK_CIR_MER_RAB_FOT,544,851,11,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_545_291.png,LK_CIR_MER_RAB_FOT,545,291,0,0,3.701468678743292,
Image_0_LK_CIR_MER_RAB_FOT_545_391.png,LK_CIR_MER_RAB_FOT,545,391,0,0,3.955878420740312,
Image_0_LK_CIR_MER_RAB_FOT_546_291.png,LK_CIR_MER_RAB_FOT,546,291,0,0,4.330554807662217,
Image_0_LK_CIR_MER_RAB_FOT_548_1976.png,LK_CIR_MER_RAB_FOT,548,1976,0,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_549_176.png,LK_CIR_MER_RAB_FOT,549,176,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_549_236.png,LK_CIR_MER_RAB_FOT,549,236,33,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_551_491.png,LK_CIR_MER_RAB_FOT,551,491,0,0,25.752077657690606,
Image_43_LK_CIR_MER_RAB_FOT_552_126.png,LK_CIR_MER_RAB_FOT,552,126,43,0,nan,
Image_43_LK_CIR_MER_RAB_FOT_552_171.png,LK_CIR_MER_RAB_FOT,552,171,43,0,nan,
Image_43_LK_CIR_MER_RAB_FOT_552_231.png,LK_CIR_MER_RAB_FOT,552,231,43,0,nan,
Image_43_LK_CIR_MER_RAB_FOT_552_271.png,LK_CIR_MER_RAB_FOT,552,271,43,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_555_191.png,LK_CIR_MER_RAB_FOT,555,191,0,0,2.8712541281305604,
Image_0_LK_CIR_MER_RAB_FOT_555_91.png,LK_CIR_MER_RAB_FOT,555,91,0,0,2.5970826670033866,
Image_0_LK_CIR_MER_RAB_FOT_557_291.png,LK_CIR_MER_RAB_FOT,557,291,0,0,1.5561154147849074,
Image_0_LK_CIR_MER_RAB_FOT_561_991.png,LK_CIR_MER_RAB_FOT,561,991,0,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_562_156.png,LK_CIR_MER_RAB_FOT,562,156,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_562_206.png,LK_CIR_MER_RAB_FOT,562,206,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_562_221.png,LK_CIR_MER_RAB_FOT,562,221,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_562_226.png,LK_CIR_MER_RAB_FOT,562,226,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_562_256.png,LK_CIR_MER_RAB_FOT,562,256,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_562_291.png,LK_CIR_MER_RAB_FOT,562,291,13,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_564_831.png,LK_CIR_MER_RAB_FOT,564,831,0,0,2.8954121794916468,
Image_13_LK_CIR_MER_RAB_FOT_567_171.png,LK_CIR_MER_RAB_FOT,567,171,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_567_176.png,LK_CIR_MER_RAB_FOT,567,176,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_567_201.png,LK_CIR_MER_RAB_FOT,567,201,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_567_266.png,LK_CIR_MER_RAB_FOT,567,266,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_567_286.png,LK_CIR_MER_RAB_FOT,567,286,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_567_306.png,LK_CIR_MER_RAB_FOT,567,306,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_567_311.png,LK_CIR_MER_RAB_FOT,567,311,13,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_569_296.png,LK_CIR_MER_RAB_FOT,569,296,53,1,nan,
Image_53_LK_CIR_MER_RAB_FOT_569_311.png,LK_CIR_MER_RAB_FOT,569,311,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_569_316.png,LK_CIR_MER_RAB_FOT,569,316,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_569_336.png,LK_CIR_MER_RAB_FOT,569,336,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_569_346.png,LK_CIR_MER_RAB_FOT,569,346,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_569_361.png,LK_CIR_MER_RAB_FOT,569,361,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_569_371.png,LK_CIR_MER_RAB_FOT,569,371,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_569_381.png,LK_CIR_MER_RAB_FOT,569,381,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_569_406.png,LK_CIR_MER_RAB_FOT,569,406,53,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_571_1796.png,LK_CIR_MER_RAB_FOT,571,1796,0,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_572_321.png,LK_CIR_MER_RAB_FOT,572,321,23,1,nan,
Image_23_LK_CIR_MER_RAB_FOT_572_356.png,LK_CIR_MER_RAB_FOT,572,356,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_572_361.png,LK_CIR_MER_RAB_FOT,572,361,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_572_386.png,LK_CIR_MER_RAB_FOT,572,386,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_572_421.png,LK_CIR_MER_RAB_FOT,572,421,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_572_431.png,LK_CIR_MER_RAB_FOT,572,431,23,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_573_96.png,LK_CIR_MER_RAB_FOT,573,96,0,0,2.1941798994114334,
Image_0_LK_CIR_MER_RAB_FOT_575_891.png,LK_CIR_MER_RAB_FOT,575,891,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_576_291.png,LK_CIR_MER_RAB_FOT,576,291,0,0,4.180402414719179,
Image_53_LK_CIR_MER_RAB_FOT_577_131.png,LK_CIR_MER_RAB_FOT,577,131,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_577_146.png,LK_CIR_MER_RAB_FOT,577,146,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_577_166.png,LK_CIR_MER_RAB_FOT,577,166,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_577_196.png,LK_CIR_MER_RAB_FOT,577,196,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_577_241.png,LK_CIR_MER_RAB_FOT,577,241,53,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_578_1431.png,LK_CIR_MER_RAB_FOT,578,1431,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_578_431.png,LK_CIR_MER_RAB_FOT,578,431,0,0,0.6646712937734964,
Image_0_LK_CIR_MER_RAB_FOT_579_341.png,LK_CIR_MER_RAB_FOT,579,341,0,0,2.7223170842711415,
Image_0_LK_CIR_MER_RAB_FOT_579_441.png,LK_CIR_MER_RAB_FOT,579,441,0,0,2.831729211201374,
Image_0_LK_CIR_MER_RAB_FOT_579_541.png,LK_CIR_MER_RAB_FOT,579,541,0,0,2.869266643204892,
Image_0_LK_CIR_MER_RAB_FOT_580_1026.png,LK_CIR_MER_RAB_FOT,580,1026,0,1,nan,
Image_0_LK_CIR_MER_RAB_FOT_580_526.png,LK_CIR_MER_RAB_FOT,580,526,0,0,1.4197891763783224,
Image_0_LK_CIR_MER_RAB_FOT_582_131.png,LK_CIR_MER_RAB_FOT,582,131,0,0,0.6360090805796359,
Image_0_LK_CIR_MER_RAB_FOT_582_631.png,LK_CIR_MER_RAB_FOT,582,631,0,0,2.252348286562528,
Image_0_LK_CIR_MER_RAB_FOT_582_831.png,LK_CIR_MER_RAB_FOT,582,831,0,0,0.01273715856703661,
Image_0_LK_CIR_MER_RAB_FOT_583_591.png,LK_CIR_MER_RAB_FOT,583,591,0,0,1.5182932270712606,
Image_12_LK_CIR_MER_RAB_FOT_584_376.png,LK_CIR_MER_RAB_FOT,584,376,12,0,nan,
Image_12_LK_CIR_MER_RAB_FOT_584_381.png,LK_CIR_MER_RAB_FOT,584,381,12,1,nan,
Image_12_LK_CIR_MER_RAB_FOT_584_411.png,LK_CIR_MER_RAB_FOT,584,411,12,0,nan,
Image_12_LK_CIR_MER_RAB_FOT_584_416.png,LK_CIR_MER_RAB_FOT,584,416,12,0,nan,
Image_12_LK_CIR_MER_RAB_FOT_584_421.png,LK_CIR_MER_RAB_FOT,584,421,12,0,nan,
Image_12_LK_CIR_MER_RAB_FOT_584_461.png,LK_CIR_MER_RAB_FOT,584,461,12,0,nan,
Image_12_LK_CIR_MER_RAB_FOT_584_481.png,LK_CIR_MER_RAB_FOT,584,481,12,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_585_826.png,LK_CIR_MER_RAB_FOT,585,826,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_586_191.png,LK_CIR_MER_RAB_FOT,586,191,0,0,1.6330775154108106,
Image_0_LK_CIR_MER_RAB_FOT_588_396.png,LK_CIR_MER_RAB_FOT,588,396,0,1,2.5786735188958194,
Image_0_LK_CIR_MER_RAB_FOT_589_291.png,LK_CIR_MER_RAB_FOT,589,291,0,0,4.685953348340945,
Image_0_LK_CIR_MER_RAB_FOT_593_191.png,LK_CIR_MER_RAB_FOT,593,191,0,0,4.030429723777991,
Image_0_LK_CIR_MER_RAB_FOT_593_291.png,LK_CIR_MER_RAB_FOT,593,291,0,0,3.9522738451251045,
Image_11_LK_CIR_MER_RAB_FOT_594_1236.png,LK_CIR_MER_RAB_FOT,594,1236,11,0,5.918918979466018,
Image_11_LK_CIR_MER_RAB_FOT_594_1246.png,LK_CIR_MER_RAB_FOT,594,1246,11,0,3.6295402288291285,
Image_11_LK_CIR_MER_RAB_FOT_594_1316.png,LK_CIR_MER_RAB_FOT,594,1316,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_594_1351.png,LK_CIR_MER_RAB_FOT,594,1351,11,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_595_171.png,LK_CIR_MER_RAB_FOT,595,171,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_595_196.png,LK_CIR_MER_RAB_FOT,595,196,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_595_201.png,LK_CIR_MER_RAB_FOT,595,201,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_595_256.png,LK_CIR_MER_RAB_FOT,595,256,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_595_266.png,LK_CIR_MER_RAB_FOT,595,266,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_595_291.png,LK_CIR_MER_RAB_FOT,595,291,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_595_306.png,LK_CIR_MER_RAB_FOT,595,306,13,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_599_291.png,LK_CIR_MER_RAB_FOT,599,291,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_599_91.png,LK_CIR_MER_RAB_FOT,599,91,0,1,nan,
Image_0_LK_CIR_MER_RAB_FOT_601_1686.png,LK_CIR_MER_RAB_FOT,601,1686,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_601_386.png,LK_CIR_MER_RAB_FOT,601,386,0,0,0.014171445473971644,
Image_0_LK_CIR_MER_RAB_FOT_601_486.png,LK_CIR_MER_RAB_FOT,601,486,0,0,0.004110001437366506,
Image_0_LK_CIR_MER_RAB_FOT_601_786.png,LK_CIR_MER_RAB_FOT,601,786,0,0,0.0054418203146155975,
Image_0_LK_CIR_MER_RAB_FOT_601_986.png,LK_CIR_MER_RAB_FOT,601,986,0,0,0.0038353750154471733,
Image_0_LK_CIR_MER_RAB_FOT_603_186.png,LK_CIR_MER_RAB_FOT,603,186,0,0,1.328172229451365,
Image_0_LK_CIR_MER_RAB_FOT_604_391.png,LK_CIR_MER_RAB_FOT,604,391,0,0,3.0492604765628033,
Image_0_LK_CIR_MER_RAB_FOT_605_191.png,LK_CIR_MER_RAB_FOT,605,191,0,0,1.343559882730541,
Image_0_LK_CIR_MER_RAB_FOT_605_591.png,LK_CIR_MER_RAB_FOT,605,591,0,0,1.8918474914264751,
Image_0_LK_CIR_MER_RAB_FOT_606_1051.png,LK_CIR_MER_RAB_FOT,606,1051,0,0,0.007644060006428255,
Image_0_LK_CIR_MER_RAB_FOT_606_1451.png,LK_CIR_MER_RAB_FOT,606,1451,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_606_251.png,LK_CIR_MER_RAB_FOT,606,251,0,0,0.008775380765454699,
Image_0_LK_CIR_MER_RAB_FOT_606_651.png,LK_CIR_MER_RAB_FOT,606,651,0,0,0.014967146305366441,
Image_0_LK_CIR_MER_RAB_FOT_609_391.png,LK_CIR_MER_RAB_FOT,609,391,0,0,3.9149041614857474,
Image_53_LK_CIR_MER_RAB_FOT_610_266.png,LK_CIR_MER_RAB_FOT,610,266,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_610_296.png,LK_CIR_MER_RAB_FOT,610,296,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_610_336.png,LK_CIR_MER_RAB_FOT,610,336,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_610_341.png,LK_CIR_MER_RAB_FOT,610,341,53,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_611_1591.png,LK_CIR_MER_RAB_FOT,611,1591,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_611_1691.png,LK_CIR_MER_RAB_FOT,611,1691,0,0,nan,
Image_51_LK_CIR_MER_RAB_FOT_612_421.png,LK_CIR_MER_RAB_FOT,612,421,51,0,nan,
Image_51_LK_CIR_MER_RAB_FOT_612_441.png,LK_CIR_MER_RAB_FOT,612,441,51,0,nan,
Image_51_LK_CIR_MER_RAB_FOT_612_476.png,LK_CIR_MER_RAB_FOT,612,476,51,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_615_196.png,LK_CIR_MER_RAB_FOT,615,196,0,0,4.25186126875797,
Image_0_LK_CIR_MER_RAB_FOT_615_496.png,LK_CIR_MER_RAB_FOT,615,496,0,0,4.26986742876107,
Image_0_LK_CIR_MER_RAB_FOT_615_96.png,LK_CIR_MER_RAB_FOT,615,96,0,0,3.8252118473726,
Image_13_LK_CIR_MER_RAB_FOT_616_241.png,LK_CIR_MER_RAB_FOT,616,241,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_616_251.png,LK_CIR_MER_RAB_FOT,616,251,13,1,nan,
Image_13_LK_CIR_MER_RAB_FOT_616_256.png,LK_CIR_MER_RAB_FOT,616,256,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_616_266.png,LK_CIR_MER_RAB_FOT,616,266,13,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_617_146.png,LK_CIR_MER_RAB_FOT,617,146,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_617_156.png,LK_CIR_MER_RAB_FOT,617,156,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_618_191.png,LK_CIR_MER_RAB_FOT,618,191,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_618_206.png,LK_CIR_MER_RAB_FOT,618,206,23,1,nan,
Image_23_LK_CIR_MER_RAB_FOT_618_211.png,LK_CIR_MER_RAB_FOT,618,211,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_618_241.png,LK_CIR_MER_RAB_FOT,618,241,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_618_251.png,LK_CIR_MER_RAB_FOT,618,251,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_618_261.png,LK_CIR_MER_RAB_FOT,618,261,23,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_619_276.png,LK_CIR_MER_RAB_FOT,619,276,0,0,4.107886738918048,
Image_0_LK_CIR_MER_RAB_FOT_619_576.png,LK_CIR_MER_RAB_FOT,619,576,0,0,4.364119874398604,
Image_0_LK_CIR_MER_RAB_FOT_620_491.png,LK_CIR_MER_RAB_FOT,620,491,0,0,3.535078210845823,
Image_23_LK_CIR_MER_RAB_FOT_621_316.png,LK_CIR_MER_RAB_FOT,621,316,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_621_336.png,LK_CIR_MER_RAB_FOT,621,336,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_621_351.png,LK_CIR_MER_RAB_FOT,621,351,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_621_356.png,LK_CIR_MER_RAB_FOT,621,356,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_621_366.png,LK_CIR_MER_RAB_FOT,621,366,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_621_396.png,LK_CIR_MER_RAB_FOT,621,396,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_621_421.png,LK_CIR_MER_RAB_FOT,621,421,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_621_431.png,LK_CIR_MER_RAB_FOT,621,431,23,0,nan,
